"Data Source","World Development Indicators",

"Last Updated Date","2017-10-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Ukraine","UKR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","7.8","7.8","7.8","","5.3","5.3","5.3","8.7","8.2","8.2","8","8","8","9.4","9.4","11.7","12.1","12",
"Upper middle income","UMC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8762502104731","","","","","","","","14.5703328232594","14.7294939808202","14.9969597615499","14.8499041533546","16.2424851617844","16.23045605613","17.21159939139","16.528706758014","17.3213315332039","18.1473427555996","18.7187427626137","19.3683918367347","19.3448662710349","20.0383965531807","21.6127533853098","22.2744718162839","22.9265999495417","23.1038326931285","23.6661130122694",
"Uruguay","URY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","7.1","7.1","12.1","12.1","12.1","12.1","12.1","12.1","11.1","11.1","12.1","12.1","14.1","15.2","12.1","12.1","12.1","16.2","16.2","16.2",
"United States","USA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","11.7","11.7","13.3","","14","13.8","14.3","14.9","15.2","16.3","16.8","17","16.8","16.8","16.8","18","17.9","19.3","19.4","19.4",
"Uzbekistan","UZB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","7.2","7.2","7.2","7.2","17.5","17.5","17.5","17.5","17.5","22","22","22","22","22","22","16","16",
"St. Vincent and the Grenadines","VCT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","","","","","","","9.5","","4.8","4.8","","22.7","22.7","22.7","18.2","18.2","18.2","18.2","21.7","14.3","17.4","17.4","13","13","13","13",
"Venezuela, RB","VEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","5.9","5.9","12.1","","9.7","9.7","9.7","9.7","17.4","18","18.6","18.6","17.5","17","17","17","17","17","17","14.4",
"British Virgin Islands","VGB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","","","","","","","26.2","26.2","26","26","26","27.3","27.3","27.3","27.3","27.3","25.8","25.8","25.8","25.8","24.4","24.4","24.4","24.3","24.3","26.7",
"Vanuatu","VUT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","","","","","0","0","0","1.9","1.9","3.8","3.8","3.8","3.8","3.8","3.8","3.8","1.9","0","0","0","0","0",
"World","WLD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7333078279384","","","","","","","11.6916484492417","13.0672780221823","13.5183124588003","13.9051783621924","14.0863857077416","15.1640703673774","15.175738784714","15.8974391624222","16.4818221269901","16.9776763283719","17.8701828790621","18.445654385777","19.0284570038859","19.1596428571429","19.8291592503403","20.7571878712743","21.7657243355914","22.184438093726","22.8521658791542","23.0203347687891",
"Samoa","WSM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","4.1","4.1","8.2","8.2","6.1","6.1","6.1","6.1","6.1","6.1","8.2","8.2","8.2","8.2","4.1","4.1","4.1","6.1","6.1","10",
"Kosovo","XKX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","","","","","","0.7","0.7","0.7","0.7","0.7","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0",
"South Africa","ZAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","25","28.8","30","29.8","29.8","29.8","29.8","32.8","32.8","32.8","33","33","44.5","44.5","42.3","42.3","42.3","41.5","42","41.8",
"Zambia","ZMB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","9.7","10.3","10.1","10.1","10.1","12","12","12","12.7","14.6","15.2","15.2","14","14","11.5","11.5","11.5","10.8","12.7","18",
"Zimbabwe","ZWE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","14.7","14.7","14","9.3","10","10","10","10","16","16.7","16","15.2","15","15","15","15","31.5","31.5","31.5","31.5",
